"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"5934",17,"Warm","Sep",18.1,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",48,0.000376665919957897,0.00451999103949477
"5935",17,"Warm","Sep",18.1,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",27,0.0015846235232609,0.0106962087820111
"5936",17,"Warm","Sep",18.1,"Sediment","Amoeba","Amoeba","Amoeba","unknown","heterotroph","AmoebaAmoebaAmoebaunknown",2,1.36673555121316,0.683367775606578
"5937",17,"Warm","Sep",18.1,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",21,0.0030327259961674,0.0159218114798788
"5938",17,"Warm","Sep",18.1,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",78,0.000323316309812493,0.00630466804134361
"5939",17,"Warm","Sep",18.1,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",33,0.00382464191712349,0.0315532958162688
"5940",17,"Warm","Sep",18.1,"Surface","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",8,0.000421973947391353,0.000843947894782707
"5941",18,"Cold","Sep",15,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",24,0.0015846235232609,0.0095077411395654
"5942",18,"Cold","Sep",15,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",63,0.0039365353245347,0.0620004313614215
"5943",18,"Cold","Sep",15,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",118,0.00017805694002542,0.00525267973074989
"5944",18,"Cold","Sep",15,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",27,0.00770419573223908,0.0520033211926138
"5945",18,"Cold","Sep",15,"Sediment","Amoeba","Amoeba","Amoeba","unknown","heterotroph","AmoebaAmoebaAmoebaunknown",1,20.2811168619266,5.07027921548165
"5946",18,"Cold","Sep",15,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",23,0.00367389625883241,0.0211249034882864
"5947",18,"Cold","Sep",15,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",247,0.000256406937093489,0.015833128365523
"5948",18,"Cold","Sep",15,"Surface","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",21,0.00120108689653637,0.00630570620681594
"5949",18,"Cold","Sep",15,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",51,0.00367389625883241,0.0468421773001132
"5950",18,"Cold","Sep",15,"Surface","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",138,0.000685807407350626,0.0236603555535966
"5951",19,"Warm","Sep",22.2,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",4,0.00580566322383394,0.00580566322383394
"5952",19,"Warm","Sep",22.2,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00367389625883241,0.0110216887764972
"5953",19,"Warm","Sep",22.2,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",30,0.000154548905264098,0.00115911678948073
"5954",19,"Warm","Sep",22.2,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",16,0.00603785951495801,0.024151438059832
"5955",19,"Warm","Sep",22.2,"Sediment","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",9,0.000439756590813353,0.000989452329330045
"5956",19,"Warm","Sep",22.2,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",3,4.0317105721069e-05,3.02378292908017e-05
"5957",19,"Warm","Sep",22.2,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",10,0.00979545610112265,0.0244886402528066
"5958",20,"Cold","Sep",17.5,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",80,0.000220279226624681,0.00440558453249362
"5959",20,"Cold","Sep",17.5,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",44,0.00791570293404324,0.0870727322744756
"5960",20,"Cold","Sep",17.5,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",14,0.00388349625209645,0.0135922368823376
"5961",20,"Cold","Sep",17.5,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",65,0.000281159637326464,0.00456884410655505
"5962",20,"Cold","Sep",17.5,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",32,0.0079018851623552,0.0632150812988416
"5963",20,"Cold","Sep",17.5,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.00401054409160334,0.00200527204580167
"5964",20,"Cold","Sep",17.5,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",13,0.00766528972521825,0.0249121916069593
"5965",20,"Cold","Sep",17.5,"Surface","Algae","Desmid","Euastrum","unknown","autotroph","AlgaeDesmidEuastrumunknown",31,0.00813648814504368,0.0630577831240885
"5966",20,"Cold","Sep",17.5,"Surface","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.00172859590779083,0.000864297953895415
"5967",20,"Cold","Sep",17.5,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",75,0.00396493444945852,0.0743425209273473
"5968",20,"Cold","Sep",17.5,"Surface","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",140,0.000160480471028605,0.00561681648600116
"5969",1,"Warm","Oct",18.5,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",12,0.00324997869096943,0.00974993607290828
"5970",1,"Warm","Oct",18.5,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00349041311069583,0.0104712393320875
"5971",1,"Warm","Oct",18.5,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",35,0.000120790048740323,0.00105691292647782
"5972",1,"Warm","Oct",18.5,"Sediment","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",1,0.00172859590779083,0.000432148976947708
"5973",1,"Warm","Oct",18.5,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",15,2.93911700706593e-05,0.000110216887764972
"5974",1,"Warm","Oct",18.5,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.00376687758390163,0.00753375516780326
"5975",1,"Warm","Oct",18.5,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",55,0.00559298316077244,0.0769035184606211
"5976",1,"Warm","Oct",18.5,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,8.22737737414615e-05,6.17053303060961e-05
"5977",1,"Warm","Oct",18.5,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00349954493514165,0.010498634805425
"5978",2,"Cold","Oct",14.9,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",3,0.0059904365193536,0.0044928273895152
"5979",2,"Cold","Oct",14.9,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",4,0.00133175463617835,0.00133175463617835
"5980",2,"Cold","Oct",14.9,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",43,0.00397184700049397,0.0426973552553102
"5981",2,"Cold","Oct",14.9,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",31,5.64842651152177e-05,0.000437753054642937
"5982",2,"Cold","Oct",14.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",45,0.0137138097548807,0.154280359742408
"5983",2,"Cold","Oct",15.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00746644575980194,0.00186661143995048
"5984",2,"Cold","Oct",19.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0087239766043478,0.00218099415108695
"5985",2,"Cold","Oct",20.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00982406915105289,0.00245601728776322
"5986",2,"Cold","Oct",21.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0118413758529123,0.00296034396322807
"5987",2,"Cold","Oct",16.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0147801300060267,0.00369503250150668
"5988",2,"Cold","Oct",22.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0141167120313865,0.00352917800784662
"5989",2,"Cold","Oct",24.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0169731386546186,0.00424328466365465
"5990",2,"Cold","Oct",17.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0186297282115916,0.0046574320528979
"5991",2,"Cold","Oct",18.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0191232095856175,0.00478080239640438
"5992",2,"Cold","Oct",23.9,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0186297282115916,0.0046574320528979
"5993",2,"Cold","Oct",14.9,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",42,0.00457367143316666,0.0480235500482499
"5994",2,"Cold","Oct",14.9,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",96,0.00131764548177169,0.0316234915625206
"5995",2,"Cold","Oct",14.9,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",16,4.98172819055245e-05,0.000199269127622098
"5996",2,"Cold","Oct",14.9,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",28,0.00402836058714062,0.0281985241099844
"5997",3,"Cold","Oct",15.1,"Mid-column","Algae","Desmid","Euastrum","unknown","autotroph","AlgaeDesmidEuastrumunknown",6,0.00936579132983911,0.0140486869947587
"5998",3,"Cold","Oct",15.1,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",12,0.0104030967039013,0.0312092901117038
"5999",3,"Cold","Oct",15.1,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",23,0.00367389625883241,0.0211249034882864
"6000",3,"Cold","Oct",15.1,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.0037564455327963,0.00187822276639815
"6001",3,"Cold","Oct",15.1,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",33,0.000109534245861286,0.00090365752835561
"6002",3,"Cold","Oct",15.1,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.00933830850277258,0.00466915425138629
"6003",3,"Cold","Oct",15.1,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",22,0.00387759293770097,0.0213267611573553
"6004",3,"Cold","Oct",15.1,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",47,0.000324469187049898,0.0038125129478363
"6005",3,"Cold","Oct",15.1,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",4,2.93911700706593e-05,2.93911700706593e-05
"6006",3,"Cold","Oct",15.1,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",11,0.00370225751011147,0.0101812081528065
"6007",4,"Warm","Oct",18.5,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.0012219106816413,0.00061095534082065
"6008",4,"Warm","Oct",18.5,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",19,0.00172859590779083,0.00821083056200644
"6009",4,"Warm","Oct",18.5,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00338770864363022,0.0101631259308906
"6010",4,"Warm","Oct",18.5,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",51,0.00018938557241415,0.00241466604828041
"6011",4,"Warm","Oct",18.5,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6012",4,"Warm","Oct",18.5,"Sediment","Amoeba","Amoeba","Amoeba","unknown","heterotroph","AmoebaAmoebaAmoebaunknown",1,1.00147690611135,0.250369226527837
"6013",4,"Warm","Oct",18.5,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,3.16892450967602e-05,2.37669338225702e-05
"6014",4,"Warm","Oct",18.5,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",6,0.00393945159518186,0.00590917739277278
"6015",4,"Warm","Oct",18.5,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",55,0.00484672452944974,0.066642462279934
"6016",4,"Warm","Oct",18.5,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,6.38622954621733e-05,4.789672159663e-05
"6017",4,"Warm","Oct",18.5,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00297670934839202,0.00893012804517606
"6018",5,"Cold","Oct",15.6,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",6,0.00329183120646671,0.00493774680970006
"6019",5,"Cold","Oct",15.6,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",30,0.000793561591907801,0.00595171193930851
"6020",5,"Cold","Oct",15.6,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.00556819547113684,0.00278409773556842
"6021",5,"Cold","Oct",15.6,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",11,0.000462448198194949,0.00127173254503611
"6022",5,"Cold","Oct",15.6,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.0083083475614693,0.00415417378073465
"6023",5,"Cold","Oct",15.6,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",22,0.00411261967290623,0.0226194082009843
"6024",5,"Cold","Oct",15.6,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",51,0.000167258392877121,0.00213254450918329
"6025",5,"Cold","Oct",15.6,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",8,0.000987582623552229,0.00197516524710446
"6026",5,"Cold","Oct",15.6,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",11,0.00411553716528386,0.0113177272045306
"6027",6,"Warm","Oct",19,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",5,0.00147785576389036,0.00184731970486295
"6028",6,"Warm","Oct",19,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",6,0.00304712653329268,0.00457068979993902
"6029",6,"Warm","Oct",19,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",20,0.000160341129452692,0.000801705647263458
"6030",6,"Warm","Oct",19,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00118532290819943,0.000296330727049858
"6031",6,"Warm","Oct",19,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",15,4.0317105721069e-05,0.000151189146454009
"6032",6,"Warm","Oct",19,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.00315954070331945,0.00631908140663889
"6033",6,"Warm","Oct",19,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",55,0.00770155312921863,0.105896355526756
"6034",6,"Warm","Oct",19,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",10,9.57571577981111e-05,0.000239392894495278
"6035",6,"Warm","Oct",19,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00315247177078302,0.00945741531234905
"6036",7,"Cold","Oct",15.2,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",37,0.00676096652638882,0.0625389403690966
"6037",7,"Cold","Oct",15.2,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",21,0.0015846235232609,0.00831927349711972
"6038",7,"Cold","Oct",15.2,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.00396788859375045,0.00198394429687522
"6039",7,"Cold","Oct",15.2,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",46,0.000423464960354717,0.00486984704407924
"6040",7,"Cold","Oct",15.2,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",15,0.00361702763730932,0.01356385363991
"6041",7,"Cold","Oct",15.2,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",49,0.00405298334316191,0.0496490459537334
"6042",7,"Cold","Oct",15.2,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",101,0.000801381357500049,0.0202348792768762
"6043",7,"Cold","Oct",15.2,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",27,0.000547396339949242,0.00369492529465738
"6044",7,"Cold","Oct",15.2,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",31,0.00389460675631526,0.0301832023614433
"6045",8,"Warm","Oct",18.8,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",5,0.00196039507542355,0.00245049384427944
"6046",8,"Warm","Oct",18.8,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",4,0.00236058669852145,0.00236058669852145
"6047",8,"Warm","Oct",18.8,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00309103186142292,0.00927309558426876
"6048",8,"Warm","Oct",18.8,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",46,6.00611987347909e-05,0.000690703785450096
"6049",8,"Warm","Oct",18.8,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.00172859590779083,0.000432148976947708
"6050",8,"Warm","Oct",18.8,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",15,3.23235675601051e-05,0.000121213378350394
"6051",8,"Warm","Oct",18.8,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.00319396143232881,0.00638792286465762
"6052",8,"Warm","Oct",18.8,"Surface","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",55,0.00580753980184568,0.0798536722753782
"6053",8,"Warm","Oct",18.8,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,9.32937826385537e-05,6.99703369789153e-05
"6054",8,"Warm","Oct",18.8,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00328827994140444,0.00986483982421331
"6055",9,"Warm","Oct",18,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",14,0.00527493690754293,0.0184622791764003
"6056",9,"Warm","Oct",18,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00328665381814035,0.00985996145442107
"6057",9,"Warm","Oct",18,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",55,7.91215136354835e-05,0.0010879208124879
"6058",9,"Warm","Oct",18,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",1,0.0148131497156123,0.00370328742890307
"6059",9,"Warm","Oct",18,"Sediment","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",11,3.43025265857714e-05,9.43319481108712e-05
"6060",9,"Warm","Oct",18,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",23,0.00329624959473459,0.0189534351697239
"6061",9,"Warm","Oct",18,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,9.32937826385537e-05,6.99703369789153e-05
"6062",9,"Warm","Oct",18,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.0030848331064183,0.00925449931925491
"6063",10,"Cold","Oct",15.6,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",13,0.00540162379819233,0.0175552773441251
"6064",10,"Cold","Oct",15.6,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",6,0.0040710063111497,0.00610650946672456
"6065",10,"Cold","Oct",15.6,"Mid-column","Algae","Diatom","Amphora","unknown","autotroph","AlgaeDiatomAmphoraunknown",23,0.00320549212456503,0.0184315797162489
"6066",10,"Cold","Oct",15.6,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",2,0.00383899480676019,0.00191949740338009
"6067",10,"Cold","Oct",15.6,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",18,8.01795240831726e-05,0.000360807858374277
"6068",10,"Cold","Oct",15.6,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",70,0.00397341823986589,0.0695348191976531
"6069",10,"Cold","Oct",15.6,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",31,0.00395600237794559,0.0306590184290783
"6070",10,"Cold","Oct",15.6,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",60,0.000142299224642513,0.0021344883696377
"6071",10,"Cold","Oct",15.6,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",4,6.3055953347752e-05,6.3055953347752e-05
"6072",10,"Cold","Oct",15.6,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",8,0.0039576833263648,0.0079153666527296
"6073",11,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",27,0.00461506243997648,0.0311516714698412
"6074",11,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.00890189599189488,0.00445094799594744
"6075",11,"Cold","Oct",15.7,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",2,0.00786637129000208,0.00393318564500104
"6076",11,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",12,0.00409739721660296,0.0122921916498089
"6077",11,"Cold","Oct",15.7,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",41,4.0317105721069e-05,0.000413250333640957
"6078",11,"Cold","Oct",15.7,"Sediment","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",32,0.00819806195136503,0.0655844956109202
"6079",11,"Cold","Oct",15.7,"Sediment","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.00730747541194376,0.00365373770597188
"6080",11,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",31,0.0040188897324876,0.0311463954267789
"6081",11,"Cold","Oct",15.7,"Sediment","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",111,0.000387268838796995,0.0107467102766166
"6082",11,"Cold","Oct",15.7,"Surface","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",1,0.00172859590779083,0.000432148976947708
"6083",11,"Cold","Oct",15.7,"Surface","Flagellate","Flagellate","Flagellate","unknown","autotroph","FlagellateFlagellateFlagellateunknown",3,0.0012166492993447,0.000912486974508525
"6084",11,"Cold","Oct",15.7,"Surface","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",1,0.00367389625883241,0.000918474064708103
"6085",12,"Warm","Oct",18.7,"Mid-column","Algae","Desmid","Micrasterias","unknown","autotroph","AlgaeDesmidMicrasteriasunknown",2,0.00119497885501962,0.000597489427509812
"6086",12,"Warm","Oct",18.7,"Mid-column","Algae","Desmid","Pediastrum","unknown","autotroph","AlgaeDesmidPediastrumunknown",12,0.00108559518743956,0.00325678556231867
"6087",12,"Warm","Oct",18.7,"Mid-column","Flagellate","Flagellate","Peridinium","unknown","autotroph","FlagellateFlagellatePeridiniumunknown",20,0.00319965713980977,0.0159982856990488
"6088",12,"Warm","Oct",18.7,"Mid-column","Flagellate","Flagellate","unknown","unknown","autotroph","FlagellateFlagellateunknownunknown",48,0.000180210263090014,0.00216252315708017
